,reviews,stars,Compound Score,Sentiment,word_count
0,"I have a much better security camera system for my home's exterior but thought I might try one of these cams indoors since I have the Ring alarm system and a Ring Doorbell already. I made the silly mistake, I guess, of assuming there would be some kind of integration with other Ring products - there isn't. None. Not a single thing.

It seems like common sense to me that they'd integrate in a couple of ways. I assumed that I'd be able to tell these cameras to only sense motion if the alarm was armed. Nope.

I figured I could at least set it to detect motion when I wasn't in the house. Nope. There isn't even any kind of proximity setting for it to even know if you're home or not. They are not location aware in any way. The Ring alarm system isn't either, so I suppose I should have known better already.

I also assumed that if my Ring alarm went off the cameras would automatically come on and start recording. Nope!

The only motion option at all is to not alert you to motion during specific hours. Note, this doesn't stop motion detection during these hours, it only stops the alerts.

Motion detection/recording is only an on or off thing... absolutely no options whatsoever.

Annoyed by the lack of integration I still mounted the camera in my great room. I figured I try it for a few days and see how long the battery would actually last with motion recording on. This is a high traffic area so I wasn't holding my breath... and sure enough, after not even 1 full day the battery is down to 80%. This is with all the 'battery saving options' on. This was only a test as I don't actually want recording of any kind going on in my house while I'm home unless the alarm is armed or going off.

With absolutely no options, no integration with Ring alarm and no settings to limit it's recording this thing is really only good for one thing; on demand video with no automatic recording. So, the thing is turned off now, doing nothing. I can still activate it from my phone to occasionally check my house isn't burning down.

Hopefully someday Ring will update the software and provide some common sense integration with it's other devices.

This is all a shame as the build of the camera is quite good considering the low price as is the video quality. The audio isn't great but it never is on cameras of any kind.

***UPDATE***
Ring support reached out to me directly almost immediately after I posted my review (Good on them) and told me how to link the Alarm, somewhat, to the camera. You have to go into your Base Station settings, then linked devices, then you can set the cameras to record when the alarm goes off - but only then. Make sure you have the updated app that just came out to do this. I didn't. Again, the setting is in your base station, not in the cameras.

This solved probably the biggest issue I had with the camera. The rest of my review is still accurate though per Ring support. Hopefully they'll add the other much needed features in the near future.

***ANOTHER UPDATE***
From Ring Support: ""The Modes feature will be released in November and will allow you to have the option to record motion only if the Ring Alarm System is set to Away Mode"". This will be a great update and should have been available on launch. I wonder if they are only just now thinking of it from all the negative feedback and reviews, but glad it's 'coming soon' either way.

***ONE MORE UPDATE***
Ring provided me early access to the 'Modes Feature' and I've been using it for the past few days. It resolves all the issues I had with the alarm integration. With modes you can set your cameras to only record when your alarm is set. They can all be set independently and act differently depending on if you have your alarm set to off, home, or away. For instance, you can set your exterior cameras to record when your alarm is set to home mode, but have your interior cameras are turned off. You can set your interior cameras to only record while in away mode, etc. etc. Or any combination. The cameras can now be set the same way motion and door sensors can. This is a great improvement. They haven't told me exactly when this feature will be made public but have said it will be released 'by the end of the year'.

I've increased the rating from 3 stars to 5. This software update really has resolved every issue I had with the cameras. I've now ordered and installed an additional 6 for my home.

***LAST UPDATE***
Having the modes features and my cameras set to only pop on and record during an alarm event (which is rare) and be off at all other times, I've had 2 months to evaluate battery life, almost exactly 60 days now. All my cameras were down to below 10% battery level when I checked them last night. Given the rate of battery drain I had expected them to last 3 months - though 2+ still isn't bad. I have two external cameras on my entry gates outside with the solar panel add-on, they stay fully charged at all times even though it's pretty much been non-stop dark and cloudy days here since installation. They are set to record all motion and since they point at a street they record events dozens of times per day... so if you're thinking of getting the solar panels for outdoor use, I highly recommend them.",5,0.9642,Positive,971
1,"Before I start my revised review, let me state that there's been a lot of news lately about people hacking into Ring cameras, but this only happens when someone installs a new camera and doesn't update the default username and password (or has an extremely weak password which is easy for a hacker to guess). This is like leaving your front door open while on vacation. Your camera is sending and receiving signals over a wireless network. Anyone within range of the signal can potentially be a threat if you don't have good encryption (username and good password) set up on your camera. There's no logical reason for a Ring owner to not do this. Ring even stresses changing the default settings during the initial setup process. Bottom line, don't blame the car manufacturer if you leave the keys in your car and it gets stolen.
----------------------------------------------------------------------------------------------------------------------------------------
Recently, I wrote a rather scathing 1 star review about the problems I was having with my new Ring Stick Up Wireless Battery Cam. I'm no stranger to wireless cams, having 10 hooked up and running seamlessly on another network as I write this, but I was totally frustrated with the connection reliability, not only with my two upper end cellphones, but also on my Galaxy Tab and Amazon Show. More times than not, the software wouldn't connect with the camera but when it did, the video was choppy. Notifications were also hit and miss. I have a great wireless mesh router system throughout the house, so after doing all the troubleshooting I could think of, I assumed it was due to faulty hardware or software. I gave up and started the return process through Amazon. It was a new product after all and new products sometimes are really buggy. Plus, I read other negative reviews which seemed to justify my thoughts and actions.
Then I got an email from a gentleman from Ring saying he read my review and asked if I'd be willing to let him help troubleshoot my issues with me. Although I had already started the return process, I was willing. It was refreshing to know Ring Customer Service was genuinely interested in troubleshooting possible defects in their newest product.
Together, we isolated the issue within about 20 minutes. It turned out it wasn't the camera or software after all.
Anyone having connection issues should do what he advised me to do. Open up the Ring app and click on the 3 little dots to the upper right of the camera screenshot, then select settings. From there go to Device Health and check the signal strength. Although I had a good mesh hub (inside) within 10 feet of my camera (mounted outside), my signal strength was RSSI -64. He stated that the signal was so weak it was on the cusp of what is needed for the camera to even minimally operate. This prompted me to reboot my wireless mesh system and reset/reconnect the camera. When it came back online, my signal strength went to -39, a vast improvement.
A quick check of all of my devices showed the camera and software working flawlessly. Hat's off to Ring.
Anyone who may be having connection or audio/video/notification difficulties, check your signal strength to the camera via the Ring software, even if your router is close by. You just might be surprised.
***UPDATE***
Camera (and software) is still working flawlessly on all devices.
Ring has now updated their Windows 10 desktop app (which previously didn't work with the new wireless battery cams) and it works flawlessly as well.
Observations.
Notifications on my phone, Tab and Amazon devices (Show, Echo, Dot) are almost instantaneous. Alexa says ""Someone is at your front door."" Very cool.
I bought an extra battery, but it looks like it'll be at least a few months before I need to swap it out, even with the intensive testing I've done on the Stick Up Cam. Battery life seems excellent.
I have one zone blocked out and that seems to work fine as well. I also have it mounted a couple of feet above and to the left of my front door, tilting downward at an angle. Even though residential traffic is visible in the field of view, I've not gotten one trigger due to street activity. The motion sensor is triggered by anything coming into the bottom half of it's field of view. From the time someone triggers the motion sensor until the time I'm aware of it is 1-2 seconds. That's about as close to real time as you can get. It's not given me a false alarm even once.
Telling my Amazon Show to ""(Alexa), show front door cam"" takes about 5 seconds to complete.
I can also watch triggered video clips and get a live feed while away from home without any extra setup to my network. It's totally automatic.
Because of the customer service I received from Ring and the fact the product is much better than I originally thought, I will be expanding my Ring family soon.",5,0.9817,Positive,844
2,"Had the camera up and running in less than ten minutes. Excellent quality picture. Hooking up to the solar panel when installing, this way battery is always charged. Received mounting hardware, camera has been installed.",5,0.4404,Positive,35
3,"Camera performs as expected and works fine. I took away stars since this camera does not integrate with the ring alarm system. Currently there is NO WAY to get motion alerts or record motion ONLY when no one is home. You can schedule times but schedules change often. I don't need an alert and recording every. single. time. I enter a room...

Idea that tons of people on the web are asking for: Have an option to record motion only if the ring alarm system is set to away mode! If this were available I would easily give 5 stars. If I had known about this issue I would not have bought the ring alarm system or the ring cam. I assumed a top tier company deeply invested in home automation would be on top of this.

Update Jan 2020: The Ring team has updated the Ring app so the camera integrates better with the Ring alarm system. You can now choose when you want the camera to record video. For example, the camera can now be set up to record video and send motion alerts only when the Ring alarm system is set to Away mode which is what I prefer.",4,-0.7262,Negative,202
4,"The picture quality is great and the range seems to work well (mine are 50’ from my router). My complaint is regarding battery life. The product description says 3-6 months battery life. Mine lasted 1 week. The solution was buying solar panels to mount beside the camera.

Purchased a 2 pk of solar panels for $66 from Wasserstein. Ring wants $49 each and only had white available when I went online to purchase. Overall I’m pleased with the cameras but the battery life is a scam. Order your solar panel with the cameras.",3,-0.2382,Negative,93
5,"I rarely write reviews. I was really excited about this product so I ordered two. Just got them today and spent 3 calls with support and they don’t work as intended. I had a breaking on my property two weeks ago. Support tried to help with both and unfortunately hours later nothing. The issue for me is that the notifications barely work. It’s a hit and miss if they do. What’s the point if your devices do not get dependable motion notifications? Customer service was nice but unable to help at this point. I had been burglarized two weeks ago and was expecting that this would be great.

This is my second review. I have to wait for an appointment next week after an email I received today. I didn’t go into full length yesterday because I was upset. First they told me my first device was defective and to open the second one and that I would get a replacement for the first after a hold of 1 dollar on my card. I wanted to test it looking out my living room window. I’ve had no alerts since at all. My neighbors kids came by and knocked on my door and nothing. If you want to watch a live camera all day and night this is for you. We come and go and I pay ADT to monitor my house. I’m angry because I lost a lot of tools and if this doesn’t do motion alerts whether home or not just find something else.",1,-0.5976,Negative,255
6,"Updated review after 24 hours post-installation:
I have to say, I am extremely disappointed with Ring’s new release. I pre-ordered this camera primarily due to the price and I now see why this model is $70 cheaper than the Gen 2 at regular price.

To start, mounting hardware is no longer included. Amazon is now selling a separate kit for mounting (security screws and screwdriver) for $20. To be fair, I feel like if someone is installing these cameras in their home, it’s a good saving to pass on to them.

However, my biggest issue is the build of the Gen 3. Once you plug it in and run through the setup, you can tell that it is inferior to the Gen 2. The field of view in this new camera is a lot smaller as follows:

Gen 3 Stick Up Cam (this model) field of view
110° horizontal, 57° vertical

Versus

Gen 2 Stick Up Cam Wired field of view
150° horizontal, 85° vertical

Therefore, you have less coverage (e.g. if you are trying to see a big back yard) and require multiple cameras. The Gen 2 covered my entire back yard with its near fisheye view. I would require two of these cameras to provide equal coverage.

Motion zones is no longer editable like it was in the previous model. The motion zones is similar to that of the first Gen Ring Doorbell. It is a semi-circle from the bottom of the screen and you can only make the circle bigger (extending motion zone) or smaller (shrinking motion zone). The top half of the screen is completely exposed and cannot be used to detect motion. The Gen 2 allowed me to have different motion zones and allowed me to customized the zones to cover anywhere on the screen I saw fit. This is important as I do not want my patio to be within the motion detection zone since we are relaxing out there quite often.

My issue with the lack of POE as stated in my quick review below stands.

Lastly, the quality of the image, while it is claimed to be 1080p appears to be less of that my Gen 2 with POE. It’s possible that the WiFi signal can be blamed (there is a noticeable lag during live view that I contribute to the WiFi), but the location of my camera is directly beneath my router (~3-5 feet away) therefore cannot be blamed for everything. I have up to 400 mb/s down and 25 mb/s up consistently.

I wish these specs were easily available when the pre-order page was still present. I probably would’ve ordered more Gen 2 than these new Gen 3 had I known. Cost cutting is great and always welcomed, but it should NEVER be at the expense of quality on a once excellent product. Naming this camera as part of the Stick Up line is extremely deceiving since it is so different. I would’ve rather they kept the build and cost the same as Gen 2 since they also released the budget Indoor cam as well.

Original quick review post-unboxing:
I pre-ordered this stick up cam PLUG-IN without the solar power option and received it today. I am extremely disappointed that Amazon/Ring removes the POE input and replaced it with some type of DC plug. I am extremely disappointed and wish I had purchased some more of the second Gen cameras!! Do not buy if you want to use POE.",1,0.9669,Positive,579
7,So the camera is okay if used outdoors. Read others reviews for why exactly indoor use is not great. The biggest disappointment when used outdoors is you cannot set specific motion notification zones like you can with the flood light cam or the other outdoor ring camera. All you can do is slide a sensitivity bar over a general area within the cameras field of view. Does it work...sure...but without zone control its not that great.,3,-0.7571,Negative,76
8,"I work with cameras, WiFi, mesh gear, microwave technology, 4G, etc. I stream audio and video and work with complex systems. Every time I read a Ring forum person write in about a Ring issue, Ring never accepts blame. My Ring doorbell signal is less than my stick up cam and it works great. I am on my second stick up cam, and it has serious flaws. Let’s just say, I can push WiFi down my street, but a stick up cam in the same room, as my router, doesn’t get a decent signal! Folks, we have here a company that has failed to get the bugs out of their firmware. The doorbell works fine, the indoor cam mounted in the garage works fine, all my other cams works fine, but a simple stick up cam doesn’t. No Ring, there are not too many devices on my network, I turned them off just to see if your excuse was even viable. Bottom line is your firmware needs work, a lot of work, even your motion detection has issues, video playback has issues and it’s only on the stick up cam. How do I knows this? Let’s just say, when you try one cam, and it doesn’t work at all, you call Ring and talk real tech, they say send it back and get another, that tells me it’s an issue with the devices, especially when the second one starts up fine then begins to have issues. I even borrowed another indoor cam, and tried it, it worked fine.

Stop pointing the finger at people who buy this and blame them for its issues. It appears your older generation device stick up cams work better. There is a flaw somewhere in the string of code and every new one going out and getting updates will have these issues. I would have bought several of these, but they don’t work. Thankfully I can fall back on other competitor devices in the mean time till you get it right. Don’t be ashamed to stand up and say you made a mistake, stop saying it’s people’s internet or WiFi strength, maybe your WiFi receiver or antenna in the stick up cams has the issue. I can stream some serious bandwidth at 30fps, and not even lose a frame, but yet a $99 camera can’t even stream 5’ from router with serious upload and download speeds. Like I said before my doorbell works perfect, maybe I should mount a few of them around the house, flush them into a concealment, and disable the button. I bet no one has used multiple door bell and small hidden cams yet. They seem to work great! Why is it I can walk down to my mailbox with a streaming WiFi camera I have, and your stick up cam, and the stick up cam drops out, yet my other camera doesn’t? No it’s not arlo, it’s a simple WiFi based camera. Go figure, I bet you got a deal on some second rate WiFi receivers and board antennas hoping 50% or more worked, just look at the amazon feedback, that should support my argument. That’s all.....

After my review was written, Ring tech support reached out to me. Jason, and I spoke for an hour and he gave me a few options. One of the options was to replace my Stick up Cam with the POE Stick up Cam Elite. I was hesitant because I didn’t want to run a Cat6 cable where I had the stick up cam at. He talked to me and asked me to try it. He sent me the Elite version and I tested it. To my surprise it worked flawlessly, so I did the full install. The Elite version allows for much better motion zone control, and since it’s wired to a switch with a POE injector, the activation response is super fast. Because most of the ring cameras are a bit grainy without ambient light or the assistance of additional lighting, I opted to add a dual 500 lumen motion light on my back patio. Walking anywhere near it not only activates the light for a few minutes, but allows the elite stick up cam to get a clear picture. This not only solves my problem, but serves a purpose with the additional lighting. The Elite stick up cam, is the only POE version they make, but if the Ring flood or spot cane POE, I would go with them.

My sincere appreciation goes out to Jason, from Ring. He is fast to respond to emails and gets involved problem solving. I appreciate his help and his concern. I will continue my use of the Elite versions as they work for my applications. I still will return the original stick up cam as it didn’t work for me.",1,0.9946,Positive,806
9,"UPDATE 11/15/19: I've had the camera for two weeks and overall it has performed fine with respect to recording and in freezing weather. The only issue with it is the battery life, if you are planning on putting this camera outdoors GET THE SOLAR PANEL! I've had it up without one because I wanted to see how long the battery would last after being fully charged and for our normal usage. The settings I have it on are: Motion Detection: ON, Motion Frequency: STANDARD, Motion Verification: OFF. Video Settings: Live View - ON, Tap Camera Preview - OFF, Audio streaming/recording - ON, Infrared Lights for Night vision - ON. I also have it linked to the front doorbell so that when it detects motion it triggers the doorbell to begin recording. The traffic in front of the house is steady but not crazy, normal subdivision. With these settings and at the 15 day mark of being up the battery on this camera is currently reading less than 10%. It's a shame that the battery life is on the ""meh"" side, so you either need to have another battery pack as a back up on stand-by or use the solar panel. I'll be adding a solar panel and will report back how it goes with another update.
------------------

ORIGINAL REVIEW:
Overall, I like the simplicity and ease of the Ring system. This is NOT the high-end camera so all you people expecting that at this price point need to get a reality check! READ THE SPECS before you order it, if it does not meet your situation spend the $ and get the high-end one. I already had doorbells (hardwired and battery) along with the security system prior to getting this outdoor camera. The set up was simple enough, just like their other products, it was easy to link it with the alarm base, and set up the motion detection. One feature it does have is the ability to link it with the other doorbell cameras and cameras that I have. For example, if the front doorbell detects motion I can have the camera begin recording and vice versa. You need to really look at the settings in the base unit (if you have the alarm system) to understand what options there are.
The camera comes well-packaged and the instructions are very straightforward, the camera is small and very easy to put up. This being said, I do believe it is overpriced, it should be the same amount as the indoor corded camera that is around $59. I have my motion notification settings on ""standard"", we'll see how the battery life goes, will probably get a solar panel for it at some point. The picture quality is pretty clear and the adjustability to get the angles you want are very easy to do with the basic mount it comes with, the package includes all the hardware needed to install it. I would suggest you have someone hold up the camera where you want to mount it at and then look at your phone to see what the view actually looks like BEFORE you actually mount it. The night pic on the camera is decent, a bit better then the DoorbellPro that I have, gives me a nice wide view of the porch, the driveway, part of the street in front of the house, all the way across the street to driveways for those houses. This was a pleasant surprise for such a small camera. The motion detection is simple, it allows you to adjust a zone that you want monitored fairly easily within the app. You will need to charge the battery fully prior to use, the pack has two lights on it, one amber, the amber one will go out once the battery is fully charged. Everything you need to set the camera up with comes in the box. It is small, but solid, camera weight less than 1 lb. I replaced a bullet style that I had with it. The two-way sound works good as well, it picked up a conversation my neighbor was having on his porch and of people walking past the house on the sidewalk. I will probably be getting a couple of more of these, just wish that Ring would bring the prices down a bit. Overall, pretty nifty little camera that does what I need it to do without having to run a bunch of wires all over the place.",4,0.9973,Positive,746
