,reviews,stars,Compound Score,Sentiment,word_count
0,"As soon as we found this new fire tv remote to support TV power/volume functions we pre-ordered one on Amazon. Just as usual with Amazon prime, the shipping was superfast. It arrived on the first day it became available, which was totally a surprise. Upon receiving it we tried it with the fire TV stick we bought earlier this year for our bedroom TV (I hated to keep two remotes, 1 for TV and 1 for FireTV, by our bed, and very eager to get rid of them).
I put in batteries, nothing happened. Next, we looked into the user guide for instructions on how to pair the remote, no info. Last, we googled internet and found out, you just need to press any button on the remote a few time, and the remote will pair by itself. Even the pairing is automatic I wish there is better documentation. Otherwise, it's very confusing to the user whether it's connecting or not. Anyway, the remote got paired to the FireTV stick, it seems working just like the original remote except for controlling the Power and volume, which is the main reason to have this new remote. It doesn't work with our TV, which is also we got new in this year. When pressing the Power button the TV became dark, but it didn't actually shut off the TV, it's just like in the sleep mode for pc. For the volume buttons it simply does not have single response when pressing them. Again, there is no instructions for how to use and troubleshoot, and no technical support or anything. You have no way to know if you did something wrong or it's just incompatible with our TV, even though we noticed on our Amazon profile it had already recognized and recorded our TV brand, which indicates there is some info exchanged correctly...
Overall this is just a poorly engineered product, very disappointed!",1,-0.8929,Negative,320
1,"I bought this product with all of the things thinking that need to replace the remote for my Amazon fire box. Took a little bit to configure the remote. Then when I finally got it working it stopped after about 5 minutes. No power to the remote at all. And I replace the batteries three different times and the same result. It seems like the only time that it will work is when I completely unplug and plug back in my box, and it will only work for a few minutes while I am actively using it.",1,0.0,Neutral,97
2,"I purchased the fire TV cube several months ago. It works very well controlling my AVR and TV over HDMI-CEC. That is - it doesn't use IR codes to control devices (which is very error prone) but sends signals on the HDMI cable.

The problem is that the only way to increase the volume was to yell at Alexa or use the fire TV app on your phone. My kids were mystified - I brought them a new box to watch TV and it didn't have a volume button?!? It seems like a huge miss.

In any case, this new product fixes the volume button problem. It works flawlessly with my fire TV cube after I paired the remote. As to the product manager that decided to ship the fire TV product without a volume button... wow.",5,-0.5271,Negative,137
3,Paired in few minutes and won't stay paired also the volume and mic doesn't work,1,0.0,Neutral,15
4,"The remote works perfectly for my setup - Vizio TV, Vizio soundbar, and FireTV Ultra 4K Pendant. I don't have cable nor an AV receiver, so it is about as simple as you can get. I have the soundbar plugged into the HDMI ARC so the TV itself controls the volume.

In that configuration, the mute and volume controls control the TV volume, which in turn controls the soundbar volume. If you have the same kind of setup, once you have paired the remote with the TV, you are all done. In fact, pairing with the soundbar will NOT work and will remove your ability to control the volume.

The setup directions are very sparse because it is supposed to be self-guided by software once you pair to your FireTV. However, if you make a mistake ( I did by accidentally choosing the wrong TV brand) and don't get your TV choice done, there is no way, at least no obvious way in the guided setup, to re-choose your TV. So you end up with what you think is a 'bricked' remote.

Take heart, there is help, albeit obscure. You just need to go online to Amazon's Help section, for Amazon Devices, then choose the new remote. It's at this link: https://www.amazon.com/gp/help/customer/display.html?nodeId=G47P2QLV6DKLKA6P

In the help section you will see how you can go to the Settings of your FireTV device and choose Equipment Control which will let you manage your equipment setup. What was really frustrating is, if Amazon had just added an extra section on the fold up directions, they could have put those helpful tips right in the box. Instead, the entire back of the directions were taken up with useless disclaimers and legalese. So the remote is very slick once paired, but the directions, if you make a mistake, are not worth the paper they are printed on. I do have to say, that the online help is really excellent AND it includes a video. Why they didn't put something more helpful in the directions, something as simple as ""If you have any trouble, visit the HELP section on Amazon.com"", is beyond me.

Now, with the remote correctly paired to my TV, I have the perfect single remote to turn my TV on and off, control the volume up or down, mute, and control everything on my FireTV. I previously used a Harmony 1100 to control my whole AV stack, but since I simplified my setup, this remote makes it a single remote solution to give me control but reduce clutter. Highly recommend.",5,0.9845,Positive,426
5,"I like the ability to increase/decrease volume or mute and the new power button. But the new plastic and manufacturing is very cheap. Rough edges, gaps, molding flash. The older remotes were of much higher build quality.",3,0.34,Positive,37
6,I would return this but had already tossed the box. Paired quickly and seemed to work fine but when the new Toshiba TV shut off the remote couldn't turn it back on. Thought the voice control might turn it on only to discover that didn't work either. (Dog ate the original remote) Finally located the correct Toshiba remote and have ordered that.,1,0.631,Positive,62
7,"First, I know tech.

I struggled to get it to work the first time. I paired and unpaired 3 times over 3 days. The final time was a charm. It is worth it once it works. The TV tells the firestick what the remote should do.

Steps. 1 Pair the device.
2. The firestick updates.

The real issue is that the instructions give no indication about the remote updating. Just says pair the device and your done. Well, if it didn't update properly and the volume buttons don't work it should specifically state to try again and even show what to expect. Even a manually update would help.

I did call tech. Spoke to 3 reps. No one had a clue what I was trying to do. Interesting that Amazon could get on my tv and take control. Bizaar yet didn't help at all. Service rep was confused and hard to understand.

Overall product is great. Just need clarity on set up.

**** update. After working correctly, it failed again. Discovered 2 things. First, there is a manual update once paired correctly. Its in the settings tab. Equipment control or something like that. I setup this way a second time and it worked again.

Also, when you setup, the remote says to plug into the original usb adapter. Do this instead of the TV. The setup says that it needs the right power supply. I know the tv provides the correct power so I moved on. However, the install stalls when you shut the tv off and the stick powers off. It continues upon restart but when I tried this a few times and it stopped when i kept constant power to the stick while I shut the tv on and off.

It works.. Keep tinkering.",5,0.4255,Positive,296
8,"EIGHT MONTH UPDATE: Bad Luck had me with a ""replacement"" Fire TV Pendant (3rd Gen, etc) and out of the box the Pendant was a ""brick"" since it would not detect/operate using the Nov 2018 2nd Gen remote. Hold Home Key till thumb went numb, un-pair, factory reset, power off/take out batteries/stand on head - no dice. Re-read the part of the review that mentioned the Odd Little Update that appeared JUST AFTER the 2nd remote was hooked up in Nov 2018.. ...Yes. Did need a 1st Gen remote to get past the Fire TV's First Run Screens.. ...then an update was downloaded/installed to make the Pendant compatible with the 2nd Gen remote. Once that was done - pressing down the Home Key on the 2nd Gen remote took seconds. To Confirm This: Removed the 1st Gen remote from settings and then took the batteries out of the 1st Gen remote - it has earned it's rest! Then factory-reset the Pendant and (to be extra annoying) un-paired the 2nd Gen remote (left/back/menu). The Un-paired 2nd Gen remote was still able to be re-detected by the factory-reset Pendant at the First Run Screens. So looks like it is confirmed that a 1st Gen remote is needed INITIALLY to allow the download/installation of Some File that only becomes available when a 2nd Gen remote is detected. Suggestion: Perhaps the Fire TV Reps should possibly test/configure/refurb Pendants using the 2nd Gen remote before shipping them out to customers. That way the Pendants might have support for the 2nd Gen remotes Out Of The Box?

(useless 2018) UPDATE: Looks like Luck is with me. The fourth person I spoke with said that the issue with the activity lights and ""Battery Offline"" is normal. I also figured out for myself that an *inactive remote* ALWAYS reports itself as ""Battery Offline"", which just means that my new remote is actually OK, it just took a few tries (?) to get it to ""pair"" properly. (?) << 2019 Edit - it was that file that was installed. Hindsight is 2020! >>
Many thanks to nice (and patient) person at Amazon Fire TV Support for her help with this issue!! :) :) :) :)
Update to the Update: :( See bottom of this boring review for Extra Trivia (software updates/etc)

For those wondering how to ""program"" the new buttons on this version of the remote with TVs and Other Devices
==================================================================================
For Information's sake, while beating my head against the floor over ""Battery Offline"" issues, I was able to see how the remote ""auto-detects"" with devices like my TV to configure the new buttons such as Power On/Off, Volume, etc. After setting up the new remote, another setup screen kicked in and auto-detected my television (""we see you have a Sony TV"") and I was asked to try On/Off and then select whether or not the TV did as it was told. Similar for volume - was asked to press ""up/down"" and then select whether or not it worked. So looks like the IR setup for the new buttons is done by auto-detection of devices rather than manual programming, entering codes, copying from an existing remote, and so forth.

- You can fine-tune this under ""Settings"" by selecting the ""Equipment Control"" category.
- Under Equipment Control//Manage Equipment//Add Equipment, you can add/configure support for additional devices such as a Sound Bar, an Xbox, AV Receivers, etc.. If no ""Equipment Control"" - update Fire Software?
- Some devices may also require the use of Alexa: Etc: ""Alexa.. switch to...X"", etc..

Some Troubleshooting Tips: (which come in handy when your new remote remains inert.)
...all this stuff takes place under Settings, Controllers and Bluetooth Devices, then Amazon Fire TV Remotes...
1) To RESET the remote, hold down THREE BUTTONS SIMULTANEOUSLY: ""Back"", ""Menu"", and ""Left"" (aka: Left side of the Circle). After 5, 10, etc seconds, the remote now should be unpaired/inactive AND IT WILL NO LONGER FUNCTION. However, it will *still show* under available remotes, but will show as ""Battery Offline"". this has NOTHING to do with the status of the battery, it just means this particular remote is now inactive/not currently paired. You cannot delete a remote that is active/in-use, so resetting a remote is one way to make it possible to be removed. Or cheat by taking the batteries out and rebooting your Fire Device, etc. To use the remote again you will need to add it back/re-pair it from the Amazon Fire TV Remotes Menu or patiently via it's Home button. Or just reboot and cross your fingers..
2) To delete a remote, it must be considered inactive first. If it's already inactive (like mine likes to be) just select it and use the ""menu"" button to delete it.
3) If you are stuck with an inactive remote that you WANT to actually use.. one that for some reason did not detect/pair properly (like mine), then try rebooting your Fire device and perhaps also holding down it's Home Button. Maybe delete the troublesome remote from the list and try re-detecting it from the Amazon Fire TV Remotes Menu. Deleting/re-detecting may save your thumb, as it took a looooong time to work just holding down it's Home Button
4) If your remote/s are not paired with your Fire Device, trying holding down that remote's HOME key (for a while) to ""force detection/pairing"". Rebooting the Fire Device wouldn't hurt. Remove batteries, reboot the Fire Device, re-insert..
5) I was told that.. ..uhm.. Using multiple Fire TV Remotes with the SAME Fire TV Device is.. uhm.. Not Supported... IT WORKED (I had one in each hand, and both were going fine..), but it was suggested that I remove one of the two remotes and just have a single remote ""active"" at any one time.

Trivia: Looks like this updated version of the remote is about 1/4"" shorter than the original/previous version.

EXTRA Trivia (1):
No clue if this is Myth or Fact
You *might* need a ""software update"" for this to work correctly... who can say?
- I know (for the Pendant at least) that there was a ""Software Update"" around October 25th or so
- I also know that I *checked* for ""updates"" the *Morning* of November 14th - None Available.
- I also know that when I spoke with an Amazon rep after connecting the new remote on the *Evening* of November 14, I was told to ""check for an update"" and there was a ""New Update"" that was *not* available only a few hours before. (coincidence?)
- I could have sworn that ""Equipment Control"" did not appear till I attached the new remote, but am not 100% sure.
--> To check for Updates: Settings, My Fire TV, About, Check For Software Update (Try this at least TWICE).
--> So far as the Pendant goes, I believe the software rev is NS6255 / 1628 as of Nov 15 2018.

Extra Trivia (2): Was reading some of the other reviews and comments, and one item popped up a bit.. ..a suggestion to use the supplied AC power adapter rather than get power via the TV. I was already using AC power (Pendant) and still ended up with a Phantom Remote for a while, but never hurts to pass on info - just in case.

Extra Trivia (3): Although I think this is listed, the new remote is not compatible with 1st Gen Fire Stick Stuff.

Extra Trivia (4): It was ""suggested"" that I have only one Fire TV Remote ""paired"" at any one time, although I was also told that having multiple remotes would not result in the newer one dropping away. ???

Useless Info: Oddly enough, my regular remote was Rev 137 but the new/upgraded remote was 124. ???

Semi-Disclaimer: I ended up with this remote as it would seem that my original remote is going through batteries at an accelerated rate and I was allowed to get this one as a replacement and only pay the various shipping charges there and back. When this recent one began displaying ""Battery Offline"" and not detecting properly - Fun Times For Me.",4,-0.9458,Negative,1351
9,"Well, they really dropped the ball on this one. How on earth can a trillion dollar company not make a remote with a few universal buttons to control a TV and sound bar? Then they come out with this mess? Someone is losing their job over this one.

Anyway, this is remote is going to work for you or not. There's no way for you to tell before you buy it. What will happen is that once you pair the remote with your Fire TV it should put up with a ""Hey, do you want to set up your TV?"" prompt. If it doesn't, send it back. It looks like it controls stuff over HDMI and not IR. So if you have any sort of video switcher between your Fire TV you are out of luck. Why not just add an IR LED to this thing? Who knows.",1,-0.35,Negative,148
